//1_1tf_telrij_tellen_heen.ps
//1_1tf_telrij_tellen_heen.ps from: 1 span: 10 maxanswer: -1 spreiding: 100 step: -1
1 2 3 4##T
78 79 81 82##F
78 79 80 81##T
78 79 80 82##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
79 80 81 82##T
79 81 82 83##F
79 80 81 82##T
79 80 82 83##F
79 80 81 82##T
79 80 81 83##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
80 81 82 83##T
80 82 83 84##F
80 81 82 83##T
80 81 83 84##F
80 81 82 83##T
80 81 82 84##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
81 82 83 84##T
81 83 84 85##F
81 82 83 84##T
81 82 84 85##F
81 82 83 84##T
81 82 83 85##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
82 83 84 85##T
82 84 85 86##F
82 83 84 85##T
82 83 85 86##F
82 83 84 85##T
82 83 84 86##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
83 84 85 86##T
83 85 86 87##F
83 84 85 86##T
83 84 86 87##F
83 84 85 86##T
83 84 85 87##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
84 85 86 87##T
84 86 87 88##F
84 85 86 87##T
84 85 87 88##F
84 85 86 87##T
84 85 86 88##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
85 86 87 88##T
85 87 88 89##F
85 86 87 88##T
85 86 88 89##F
85 86 87 88##T
85 86 87 89##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
86 87 88 89##T
86 88 89 90##F
86 87 88 89##T
86 87 89 90##F
86 87 88 89##T
86 87 88 90##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
87 88 89 90##T
87 89 90 91##F
87 88 89 90##T
87 88 90 91##F
87 88 89 90##T
87 88 89 91##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
92 93 94 95##T
92 94 95 96##F
92 93 94 95##T
92 93 95 96##F
92 93 94 95##T
92 93 94 96##F
88 89 90 91##T
88 90 91 92##F
88 89 90 91##T
88 89 91 92##F
88 89 90 91##T
88 89 90 92##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
92 93 94 95##T
92 94 95 96##F
92 93 94 95##T
92 93 95 96##F
92 93 94 95##T
92 93 94 96##F
93 94 95 96##T
93 95 96 97##F
93 94 95 96##T
93 94 96 97##F
93 94 95 96##T
93 94 95 97##F
89 90 91 92##T
89 91 92 93##F
89 90 91 92##T
89 90 92 93##F
89 90 91 92##T
89 90 91 93##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
92 93 94 95##T
92 94 95 96##F
92 93 94 95##T
92 93 95 96##F
92 93 94 95##T
92 93 94 96##F
93 94 95 96##T
93 95 96 97##F
93 94 95 96##T
93 94 96 97##F
93 94 95 96##T
93 94 95 97##F
94 95 96 97##T
94 96 97 98##F
94 95 96 97##T
94 95 97 98##F
94 95 96 97##T
94 95 96 98##F
90 91 92 93##T
90 92 93 94##F
90 91 92 93##T
90 91 93 94##F
90 91 92 93##T
90 91 92 94##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
92 93 94 95##T
92 94 95 96##F
92 93 94 95##T
92 93 95 96##F
92 93 94 95##T
92 93 94 96##F
93 94 95 96##T
93 95 96 97##F
93 94 95 96##T
93 94 96 97##F
93 94 95 96##T
93 94 95 97##F
94 95 96 97##T
94 96 97 98##F
94 95 96 97##T
94 95 97 98##F
94 95 96 97##T
94 95 96 98##F
95 96 97 98##T
95 97 98 99##F
95 96 97 98##T
95 96 98 99##F
95 96 97 98##T
95 96 97 99##F
91 92 93 94##T
91 93 94 95##F
91 92 93 94##T
91 92 94 95##F
91 92 93 94##T
91 92 93 95##F
92 93 94 95##T
92 94 95 96##F
92 93 94 95##T
92 93 95 96##F
92 93 94 95##T
92 93 94 96##F
93 94 95 96##T
93 95 96 97##F
93 94 95 96##T
93 94 96 97##F
93 94 95 96##T
93 94 95 97##F
94 95 96 97##T
94 96 97 98##F
94 95 96 97##T
94 95 97 98##F
94 95 96 97##T
94 95 96 98##F
95 96 97 98##T
95 97 98 99##F
95 96 97 98##T
95 96 98 99##F
95 96 97 98##T
95 96 97 99##F
96 97 98 99##T
96 98 99 100##F
96 97 98 99##T
96 97 99 100##F
96 97 98 99##T
96 97 98 100##F
