//1_2_telrij_tellen_heen_welk_getal_mist.ps
//1_2_telrij_tellen_heen_welk_getal_mist.ps from: 1 span: 10 maxanswer: 20 spreiding: 3 step: 1
1 3 4 5#1,2,3,4,5#2
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
78 80 81 82#78,79,80,81,82#79
78 79 81 82#78,79,80,81,82#80
78 79 80 82#78,79,80,81,82#81
79 81 82 83#79,80,81,82,83#80
79 80 82 83#79,80,81,82,83#81
79 80 81 83#79,80,81,82,83#82
80 82 83 84#80,81,82,83,84#81
80 81 83 84#80,81,82,83,84#82
80 81 82 84#80,81,82,83,84#83
81 83 84 85#81,82,83,84,85#82
81 82 84 85#81,82,83,84,85#83
81 82 83 85#81,82,83,84,85#84
82 84 85 86#82,83,84,85,86#83
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
79 81 82 83#79,80,81,82,83#80
79 80 82 83#79,80,81,82,83#81
79 80 81 83#79,80,81,82,83#82
80 82 83 84#80,81,82,83,84#81
80 81 83 84#80,81,82,83,84#82
80 81 82 84#80,81,82,83,84#83
81 83 84 85#81,82,83,84,85#82
81 82 84 85#81,82,83,84,85#83
81 82 83 85#81,82,83,84,85#84
82 84 85 86#82,83,84,85,86#83
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
80 82 83 84#80,81,82,83,84#81
80 81 83 84#80,81,82,83,84#82
80 81 82 84#80,81,82,83,84#83
81 83 84 85#81,82,83,84,85#82
81 82 84 85#81,82,83,84,85#83
81 82 83 85#81,82,83,84,85#84
82 84 85 86#82,83,84,85,86#83
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
81 83 84 85#81,82,83,84,85#82
81 82 84 85#81,82,83,84,85#83
81 82 83 85#81,82,83,84,85#84
82 84 85 86#82,83,84,85,86#83
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
82 84 85 86#82,83,84,85,86#83
82 83 85 86#82,83,84,85,86#84
82 83 84 86#82,83,84,85,86#85
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
83 85 86 87#83,84,85,86,87#84
83 84 86 87#83,84,85,86,87#85
83 84 85 87#83,84,85,86,87#86
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
84 86 87 88#84,85,86,87,88#85
84 85 87 88#84,85,86,87,88#86
84 85 86 88#84,85,86,87,88#87
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
85 87 88 89#85,86,87,88,89#86
85 86 88 89#85,86,87,88,89#87
85 86 87 89#85,86,87,88,89#88
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
86 88 89 90#86,87,88,89,90#87
86 87 89 90#86,87,88,89,90#88
86 87 88 90#86,87,88,89,90#89
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
87 89 90 91#87,88,89,90,91#88
87 88 90 91#87,88,89,90,91#89
87 88 89 91#87,88,89,90,91#90
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
92 94 95 96#92,93,94,95,96#93
92 93 95 96#92,93,94,95,96#94
92 93 94 96#92,93,94,95,96#95
88 90 91 92#88,89,90,91,92#89
88 89 91 92#88,89,90,91,92#90
88 89 90 92#88,89,90,91,92#91
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
92 94 95 96#92,93,94,95,96#93
92 93 95 96#92,93,94,95,96#94
92 93 94 96#92,93,94,95,96#95
93 95 96 97#93,94,95,96,97#94
93 94 96 97#93,94,95,96,97#95
93 94 95 97#93,94,95,96,97#96
89 91 92 93#89,90,91,92,93#90
89 90 92 93#89,90,91,92,93#91
89 90 91 93#89,90,91,92,93#92
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
92 94 95 96#92,93,94,95,96#93
92 93 95 96#92,93,94,95,96#94
92 93 94 96#92,93,94,95,96#95
93 95 96 97#93,94,95,96,97#94
93 94 96 97#93,94,95,96,97#95
93 94 95 97#93,94,95,96,97#96
94 96 97 98#94,95,96,97,98#95
94 95 97 98#94,95,96,97,98#96
94 95 96 98#94,95,96,97,98#97
90 92 93 94#90,91,92,93,94#91
90 91 93 94#90,91,92,93,94#92
90 91 92 94#90,91,92,93,94#93
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
92 94 95 96#92,93,94,95,96#93
92 93 95 96#92,93,94,95,96#94
92 93 94 96#92,93,94,95,96#95
93 95 96 97#93,94,95,96,97#94
93 94 96 97#93,94,95,96,97#95
93 94 95 97#93,94,95,96,97#96
94 96 97 98#94,95,96,97,98#95
94 95 97 98#94,95,96,97,98#96
94 95 96 98#94,95,96,97,98#97
95 97 98 99#95,96,97,98,99#96
95 96 98 99#95,96,97,98,99#97
95 96 97 99#95,96,97,98,99#98
91 93 94 95#91,92,93,94,95#92
91 92 94 95#91,92,93,94,95#93
91 92 93 95#91,92,93,94,95#94
92 94 95 96#92,93,94,95,96#93
92 93 95 96#92,93,94,95,96#94
92 93 94 96#92,93,94,95,96#95
93 95 96 97#93,94,95,96,97#94
93 94 96 97#93,94,95,96,97#95
93 94 95 97#93,94,95,96,97#96
94 96 97 98#94,95,96,97,98#95
94 95 97 98#94,95,96,97,98#96
94 95 96 98#94,95,96,97,98#97
95 97 98 99#95,96,97,98,99#96
95 96 98 99#95,96,97,98,99#97
95 96 97 99#95,96,97,98,99#98
96 98 99 100#96,97,98,99,100#97
96 97 99 100#96,97,98,99,100#98
96 97 98 100#96,97,98,99,100#99
